date,away_team,away_pts,home_team,home_pts,home_win,season
,Washington Wizards,97,Portland Trail Blazers,112,1,2025
,Memphis Grizzlies,122,Sacramento Kings,132,1,2025
,San Antonio Spurs,109,Los Angeles Lakers,125,1,2025
,Atlanta Hawks,134,Charlotte Hornets,102,0,2025
,Brooklyn Nets,96,Boston Celtics,104,1,2025
,Milwaukee Bucks,93,Golden State Warriors,104,1,2025
,Cleveland Cavaliers,119,Los Angeles Clippers,132,1,2025
,Dallas Mavericks,131,Indiana Pacers,135,1,2025
,Houston Rockets,116,Orlando Magic,108,0,2025
,Detroit Pistons,116,Miami Heat,113,0,2025
,New Orleans Pelicans,119,Minnesota Timberwolves,115,0,2025
,Philadelphia 76ers,100,Oklahoma City Thunder,133,1,2025
,New York Knicks,105,San Antonio Spurs,120,1,2025
,Washington Wizards,112,Utah Jazz,128,1,2025
,Denver Nuggets,108,Los Angeles Lakers,120,1,2025
,Chicago Bulls,121,Phoenix Suns,127,1,2025
,Memphis Grizzlies,99,Portland Trail Blazers,115,1,2025
,Cleveland Cavaliers,119,Sacramento Kings,123,1,2025
,New York Knicks,98,Charlotte Hornets,115,1,2025
,Brooklyn Nets,99,Indiana Pacers,105,1,2025
,Toronto Raptors,114,Golden State Warriors,117,1,2025
,Chicago Bulls,128,Sacramento Kings,116,0,2025
,Milwaukee Bucks,118,Los Angeles Lakers,89,0,2025
,Orlando Magic,120,Washington Wizards,105,0,2025
,Houston Rockets,102,Miami Heat,98,0,2025
,New Orleans Pelicans,93,Minnesota Timberwolves,134,1,2025
,Charlotte Hornets,106,Oklahoma City Thunder,141,1,2025
,Philadelphia 76ers,120,San Antonio Spurs,128,1,2025
,Detroit Pistons,117,Dallas Mavericks,123,1,2025
,Boston Celtics,121,Utah Jazz,99,0,2025
,Cleveland Cavaliers,112,Phoenix Suns,123,1,2025
,Denver Nuggets,109,Portland Trail Blazers,128,1,2025
,Memphis Grizzlies,108,Los Angeles Clippers,128,1,2025
,Brooklyn Nets,103,Indiana Pacers,108,1,2025
,Golden State Warriors,115,Atlanta Hawks,124,1,2025
,Washington Wizards,103,New York Knicks,122,1,2025
,Milwaukee Bucks,114,Sacramento Kings,108,0,2025
,Chicago Bulls,146,Los Angeles Lakers,115,0,2025
,New Orleans Pelicans,130,Detroit Pistons,136,1,2025
,Cleveland Cavaliers,120,Utah Jazz,91,0,2025
,Philadelphia 76ers,119,Atlanta Hawks,132,1,2025
,Charlotte Hornets,105,Miami Heat,122,1,2025
,Boston Celtics,129,Portland Trail Blazers,116,0,2025
,San Antonio Spurs,123,Toronto Raptors,89,0,2025
,Denver Nuggets,116,Houston Rockets,111,0,2025
,Oklahoma City Thunder,103,Los Angeles Clippers,101,0,2025
,Minnesota Timberwolves,103,Indiana Pacers,119,1,2025
,Los Angeles Lakers,106,Orlando Magic,118,1,2025
,Toronto Raptors,112,Washington Wizards,104,0,2025
,Dallas Mavericks,120,Brooklyn Nets,101,0,2025
,Philadelphia 76ers,99,New Orleans Pelicans,112,1,2025
,Chicago Bulls,129,Denver Nuggets,119,0,2025
,Milwaukee Bucks,106,Phoenix Suns,108,1,2025
,Boston Celtics,113,Sacramento Kings,95,0,2025
,Orlando Magic,111,Charlotte Hornets,104,0,2025
,San Antonio Spurs,96,Detroit Pistons,122,1,2025
,Golden State Warriors,86,Miami Heat,112,1,2025
,Dallas Mavericks,113,New York Knicks,128,1,2025
,Atlanta Hawks,114,Houston Rockets,121,1,2025
,Memphis Grizzlies,140,Utah Jazz,103,0,2025
,Cleveland Cavaliers,122,Portland Trail Blazers,111,0,2025
,Oklahoma City Thunder,121,Sacramento Kings,105,0,2025
,Washington Wizards,119,Philadelphia 76ers,114,0,2025
,Toronto Raptors,116,Brooklyn Nets,86,0,2025
,Los Angeles Lakers,120,Indiana Pacers,119,0,2025
,Los Angeles Clippers,126,New York Knicks,113,0,2025
,Milwaukee Bucks,117,Denver Nuggets,127,1,2025
,Boston Celtics,132,Phoenix Suns,102,0,2025
,San Antonio Spurs,116,Cleveland Cavaliers,124,1,2025
,Dallas Mavericks,101,Orlando Magic,92,0,2025
,Indiana Pacers,162,Washington Wizards,109,0,2025
,Atlanta Hawks,112,Miami Heat,122,1,2025
,Los Angeles Lakers,117,Chicago Bulls,119,1,2025
,Memphis Grizzlies,104,Oklahoma City Thunder,125,1,2025
,Houston Rockets,121,Utah Jazz,110,0,2025
,Portland Trail Blazers,107,Sacramento Kings,128,1,2025
,Cleveland Cavaliers,122,Detroit Pistons,133,1,2025
,Los Angeles Clippers,132,Brooklyn Nets,100,0,2025
,Charlotte Hornets,97,Toronto Raptors,108,1,2025
,New York Knicks,116,Milwaukee Bucks,107,0,2025
,Phoenix Suns,109,Minnesota Timberwolves,124,1,2025
,Golden State Warriors,111,New Orleans Pelicans,95,0,2025
,Utah Jazz,93,Denver Nuggets,129,1,2025
,Sacramento Kings,91,Orlando Magic,121,1,2025
,Brooklyn Nets,115,Washington Wizards,112,0,2025
,Miami Heat,118,Philadelphia 76ers,95,0,2025
,Dallas Mavericks,120,Chicago Bulls,119,0,2025
,Los Angeles Lakers,134,Memphis Grizzlies,127,0,2025
,Indiana Pacers,111,Oklahoma City Thunder,132,1,2025
,Boston Celtics,121,San Antonio Spurs,111,0,2025
,Los Angeles Clippers,122,Cleveland Cavaliers,127,1,2025
,Portland Trail Blazers,93,New York Knicks,110,1,2025
,Atlanta Hawks,145,Milwaukee Bucks,124,0,2025
,Detroit Pistons,104,Minnesota Timberwolves,123,1,2025
,Charlotte Hornets,94,New Orleans Pelicans,98,1,2025
,Golden State Warriors,148,San Antonio Spurs,106,0,2025
,Toronto Raptors,127,Philadelphia 76ers,109,0,2025
,Houston Rockets,148,Phoenix Suns,109,0,2025
,Utah Jazz,106,Charlotte Hornets,110,1,2025
,Sacramento Kings,109,Indiana Pacers,111,1,2025
,Los Angeles Clippers,96,Orlando Magic,87,0,2025
,Miami Heat,120,Washington Wizards,94,0,2025
,Boston Celtics,117,Memphis Grizzlies,103,0,2025
,Chicago Bulls,117,Oklahoma City Thunder,145,1,2025
,Brooklyn Nets,113,Dallas Mavericks,109,0,2025
,Houston Rockets,98,Los Angeles Lakers,104,1,2025
,Portland Trail Blazers,127,Atlanta Hawks,113,0,2025
,Phoenix Suns,123,Milwaukee Bucks,133,1,2025
,Philadelphia 76ers,91,New York Knicks,105,1,2025
,Toronto Raptors,118,Chicago Bulls,137,1,2025
,Golden State Warriors,134,Memphis Grizzlies,125,0,2025
,Orlando Magic,116,San Antonio Spurs,105,0,2025
,Minnesota Timberwolves,140,Denver Nuggets,139,0,2025
,New York Knicks,105,Cleveland Cavaliers,124,1,2025
,Charlotte Hornets,105,Indiana Pacers,119,1,2025
,Sacramento Kings,111,Washington Wizards,116,1,2025
,Miami Heat,124,Boston Celtics,103,0,2025
,Utah Jazz,105,Houston Rockets,143,1,2025
,Atlanta Hawks,118,Dallas Mavericks,120,1,2025
,San Antonio Spurs,113,Denver Nuggets,106,0,2025
,Detroit Pistons,103,Oklahoma City Thunder,119,1,2025
,New Orleans Pelicans,98,Los Angeles Clippers,114,1,2025
,Milwaukee Bucks,126,Philadelphia 76ers,113,0,2025
,Orlando Magic,109,Washington Wizards,97,0,2025
,Minnesota Timberwolves,105,Brooklyn Nets,90,0,2025
,Memphis Grizzlies,110,Miami Heat,108,0,2025
,Portland Trail Blazers,112,Toronto Raptors,103,0,2025
,Golden State Warriors,123,Los Angeles Lakers,116,0,2025
,Sacramento Kings,125,Charlotte Hornets,102,0,2025
,Utah Jazz,112,Indiana Pacers,140,1,2025
,Phoenix Suns,103,Boston Celtics,123,1,2025
,Detroit Pistons,117,Toronto Raptors,105,0,2025
,Portland Trail Blazers,113,Chicago Bulls,118,1,2025
,Oklahoma City Thunder,111,Houston Rockets,125,1,2025
,Cleveland Cavaliers,114,San Antonio Spurs,113,0,2025
,Denver Nuggets,104,Golden State Warriors,118,1,2025
,Dallas Mavericks,91,Los Angeles Clippers,114,1,2025
,New Orleans Pelicans,108,Los Angeles Lakers,124,1,2025
,New York Knicks,121,Atlanta Hawks,105,0,2025
,Memphis Grizzlies,109,Detroit Pistons,103,0,2025
,Minnesota Timberwolves,114,Philadelphia 76ers,109,0,2025
,Milwaukee Bucks,121,Miami Heat,115,0,2025
,Dallas Mavericks,104,Los Angeles Clippers,135,1,2025
,Chicago Bulls,131,Charlotte Hornets,117,0,2025
,Toronto Raptors,120,Brooklyn Nets,109,0,2025
,Los Angeles Lakers,126,Oklahoma City Thunder,99,0,2025
,Utah Jazz,134,Atlanta Hawks,147,1,2025
,Washington Wizards,90,Boston Celtics,124,1,2025
,Sacramento Kings,120,Cleveland Cavaliers,113,0,2025
,San Antonio Spurs,109,Portland Trail Blazers,120,1,2025
,Phoenix Suns,98,New York Knicks,112,1,2025
,Indiana Pacers,125,Denver Nuggets,120,0,2025
,Houston Rockets,106,Golden State Warriors,96,0,2025
,Milwaukee Bucks,111,New Orleans Pelicans,107,0,2025
,Sacramento Kings,127,Detroit Pistons,117,0,2025
,Philadelphia 76ers,105,Miami Heat,117,1,2025
,Memphis Grizzlies,124,Charlotte Hornets,100,0,2025
,Chicago Bulls,113,Cleveland Cavaliers,135,1,2025
,Washington Wizards,98,Indiana Pacers,104,1,2025
,Atlanta Hawks,112,Orlando Magic,119,1,2025
,New Orleans Pelicans,114,Brooklyn Nets,119,1,2025
,Boston Celtics,119,New York Knicks,117,0,2025
,Minnesota Timberwolves,103,Milwaukee Bucks,110,1,2025
,Los Angeles Lakers,120,Oklahoma City Thunder,136,1,2025
,Golden State Warriors,133,Phoenix Suns,95,0,2025
,San Antonio Spurs,117,Los Angeles Clippers,122,1,2025
,Boston Celtics,76,Orlando Magic,96,1,2025
,Philadelphia 76ers,122,Washington Wizards,103,0,2025
,Los Angeles Lakers,112,Dallas Mavericks,97,0,2025
,Charlotte Hornets,96,Toronto Raptors,126,1,2025
,Miami Heat,111,Chicago Bulls,119,1,2025
,Portland Trail Blazers,126,Utah Jazz,133,1,2025
,San Antonio Spurs,114,Golden State Warriors,111,0,2025
,Oklahoma City Thunder,125,Phoenix Suns,112,0,2025
,Denver Nuggets,124,Sacramento Kings,116,0,2025
,Houston Rockets,117,Los Angeles Clippers,134,1,2025
,New York Knicks,106,Detroit Pistons,115,1,2025
,Cleveland Cavaliers,112,Indiana Pacers,114,1,2025
,Atlanta Hawks,133,Brooklyn Nets,109,0,2025
,New Orleans Pelicans,111,Milwaukee Bucks,136,1,2025
,Minnesota Timberwolves,141,Memphis Grizzlies,125,0,2025
,Milwaukee Bucks,125,Detroit Pistons,119,0,2025
,Orlando Magic,129,Indiana Pacers,115,0,2025
,Atlanta Hawks,124,Philadelphia 76ers,110,0,2025
,Charlotte Hornets,94,Boston Celtics,130,1,2025
,Cleveland Cavaliers,108,New York Knicks,102,0,2025
,Washington Wizards,89,Chicago Bulls,119,1,2025
,Miami Heat,153,New Orleans Pelicans,104,0,2025
,Toronto Raptors,102,Dallas Mavericks,124,1,2025
,Memphis Grizzlies,109,Denver Nuggets,117,1,2025
,Brooklyn Nets,91,Minnesota Timberwolves,117,1,2025
,Oklahoma City Thunder,145,Utah Jazz,111,0,2025
,San Antonio Spurs,98,Phoenix Suns,117,1,2025
,Golden State Warriors,103,Portland Trail Blazers,86,0,2025
,Los Angeles Clippers,101,Sacramento Kings,100,0,2025
,Houston Rockets,109,Los Angeles Lakers,140,1,2025
,Orlando Magic,105,Atlanta Hawks,117,1,2025
,Charlotte Hornets,86,Boston Celtics,93,1,2025
,New York Knicks,113,Brooklyn Nets,105,0,2025
,Indiana Pacers,126,Cleveland Cavaliers,118,0,2025
,Washington Wizards,119,Miami Heat,118,0,2025
,Detroit Pistons,133,Milwaukee Bucks,140,1,2025
,Chicago Bulls,122,Philadelphia 76ers,102,0,2025
,Los Angeles Clippers,124,Golden State Warriors,119,0,2025
,Denver Nuggets,126,Houston Rockets,111,0,2025
,Dallas Mavericks,97,Memphis Grizzlies,132,1,2025
,Utah Jazz,105,Minnesota Timberwolves,116,1,2025
,Oklahoma City Thunder,115,New Orleans Pelicans,100,0,2025
,Los Angeles Lakers,81,Portland Trail Blazers,109,1,2025
,Phoenix Suns,98,Sacramento Kings,109,1,2025
,Toronto Raptors,118,San Antonio Spurs,125,1,2025
,Atlanta Hawks,95,Orlando Magic,120,1,2025
,Memphis Grizzlies,116,Golden State Warriors,121,1,2025
,Miami Heat,109,Chicago Bulls,90,0,2025
,Dallas Mavericks,120,Sacramento Kings,106,0,2025
,Miami Heat,123,Atlanta Hawks,114,0,2025
,Dallas Mavericks,106,Memphis Grizzlies,120,1,2025
,Milwaukee Bucks,98,Indiana Pacers,117,1,2025
,Los Angeles Clippers,110,Denver Nuggets,112,1,2025
,Detroit Pistons,112,New York Knicks,123,1,2025
,Minnesota Timberwolves,117,Los Angeles Lakers,95,0,2025
,Memphis Grizzlies,80,Oklahoma City Thunder,131,1,2025
,Orlando Magic,86,Boston Celtics,103,1,2025
,Miami Heat,100,Cleveland Cavaliers,121,1,2025
,Golden State Warriors,95,Houston Rockets,85,0,2025
,Detroit Pistons,100,New York Knicks,94,0,2025
,Los Angeles Clippers,105,Denver Nuggets,102,0,2025
,Milwaukee Bucks,115,Indiana Pacers,123,1,2025
,Memphis Grizzlies,99,Oklahoma City Thunder,118,1,2025
,Minnesota Timberwolves,85,Los Angeles Lakers,94,1,2025
,Orlando Magic,100,Boston Celtics,109,1,2025
,Miami Heat,112,Cleveland Cavaliers,121,1,2025
,Golden State Warriors,94,Houston Rockets,109,1,2025
,New York Knicks,118,Detroit Pistons,116,0,2025
,Oklahoma City Thunder,114,Memphis Grizzlies,108,0,2025
,Denver Nuggets,83,Los Angeles Clippers,117,1,2025
,Boston Celtics,93,Orlando Magic,95,1,2025
,Indiana Pacers,101,Milwaukee Bucks,117,1,2025
,Los Angeles Lakers,104,Minnesota Timberwolves,116,1,2025
,Cleveland Cavaliers,124,Miami Heat,87,0,2025
,Oklahoma City Thunder,117,Memphis Grizzlies,115,0,2025
,Denver Nuggets,101,Los Angeles Clippers,99,0,2025
,Houston Rockets,93,Golden State Warriors,104,1,2025
,New York Knicks,94,Detroit Pistons,93,0,2025
,Los Angeles Lakers,113,Minnesota Timberwolves,116,1,2025
,Boston Celtics,107,Orlando Magic,98,0,2025
,Indiana Pacers,129,Milwaukee Bucks,103,0,2025
,Cleveland Cavaliers,138,Miami Heat,83,0,2025
,Houston Rockets,106,Golden State Warriors,109,1,2025
,Milwaukee Bucks,118,Indiana Pacers,119,1,2025
,Detroit Pistons,106,New York Knicks,103,0,2025
,Orlando Magic,89,Boston Celtics,120,1,2025
,Los Angeles Clippers,115,Denver Nuggets,131,1,2025
,Golden State Warriors,116,Houston Rockets,131,1,2025
,Minnesota Timberwolves,103,Los Angeles Lakers,96,0,2025
,Houston Rockets,124,Oklahoma City Thunder,125,1,2026
,Golden State Warriors,119,Los Angeles Lakers,109,0,2026
,Brooklyn Nets,117,Charlotte Hornets,136,1,2026
,Cleveland Cavaliers,111,New York Knicks,119,1,2026
,Miami Heat,121,Orlando Magic,125,1,2026
,Philadelphia 76ers,117,Boston Celtics,116,0,2026
,Toronto Raptors,138,Atlanta Hawks,118,0,2026
,Detroit Pistons,111,Chicago Bulls,115,1,2026
,New Orleans Pelicans,122,Memphis Grizzlies,128,1,2026
,Washington Wizards,120,Milwaukee Bucks,133,1,2026
,Los Angeles Clippers,108,Utah Jazz,129,1,2026
,San Antonio Spurs,125,Dallas Mavericks,92,0,2026
,Minnesota Timberwolves,118,Portland Trail Blazers,114,0,2026
,Sacramento Kings,116,Phoenix Suns,120,1,2026
,Oklahoma City Thunder,141,Indiana Pacers,135,0,2026
,Denver Nuggets,131,Golden State Warriors,137,1,2026
,Milwaukee Bucks,122,Toronto Raptors,116,0,2026
,Atlanta Hawks,111,Orlando Magic,107,0,2026
,Cleveland Cavaliers,131,Brooklyn Nets,124,0,2026
,Boston Celtics,95,New York Knicks,105,1,2026
,Detroit Pistons,115,Houston Rockets,111,0,2026
,San Antonio Spurs,120,New Orleans Pelicans,116,0,2026
,Miami Heat,146,Memphis Grizzlies,114,0,2026
,Washington Wizards,117,Dallas Mavericks,107,0,2026
,Minnesota Timberwolves,110,Los Angeles Lakers,128,1,2026
,Golden State Warriors,119,Portland Trail Blazers,139,1,2026
,Utah Jazz,104,Sacramento Kings,105,1,2026
,Phoenix Suns,102,Los Angeles Clippers,129,1,2026
,Chicago Bulls,110,Orlando Magic,98,0,2026
,Oklahoma City Thunder,117,Atlanta Hawks,100,0,2026
,Charlotte Hornets,121,Philadelphia 76ers,125,1,2026
,Indiana Pacers,103,Memphis Grizzlies,128,1,2026
,Phoenix Suns,111,Denver Nuggets,133,1,2026
,Brooklyn Nets,107,San Antonio Spurs,118,1,2026
,Boston Celtics,113,Detroit Pistons,119,1,2026
,Charlotte Hornets,139,Washington Wizards,113,0,2026
,New York Knicks,107,Miami Heat,115,1,2026
,Milwaukee Bucks,113,Cleveland Cavaliers,118,1,2026
,Indiana Pacers,110,Minnesota Timberwolves,114,1,2026
,Toronto Raptors,129,Dallas Mavericks,139,1,2026
,Los Angeles Lakers,127,Sacramento Kings,120,0,2026
,Portland Trail Blazers,107,Los Angeles Clippers,114,1,2026
,Cleveland Cavaliers,116,Detroit Pistons,95,0,2026
,Orlando Magic,124,Philadelphia 76ers,136,1,2026
,Atlanta Hawks,123,Chicago Bulls,128,1,2026
,Brooklyn Nets,109,Houston Rockets,137,1,2026
,Boston Celtics,122,New Orleans Pelicans,90,0,2026
,Toronto Raptors,103,San Antonio Spurs,121,1,2026
,Oklahoma City Thunder,101,Dallas Mavericks,94,0,2026
,Phoenix Suns,134,Utah Jazz,138,1,2026
,Denver Nuggets,127,Minnesota Timberwolves,114,0,2026
,Memphis Grizzlies,118,Golden State Warriors,131,1,2026
,Portland Trail Blazers,122,Los Angeles Lakers,108,0,2026
,Philadelphia 76ers,139,Washington Wizards,134,0,2026
,Charlotte Hornets,117,Miami Heat,144,1,2026
,New York Knicks,111,Milwaukee Bucks,121,1,2026
,Sacramento Kings,101,Oklahoma City Thunder,107,1,2026
,Los Angeles Clippers,79,Golden State Warriors,98,1,2026
,Houston Rockets,139,Toronto Raptors,121,0,2026
,Cleveland Cavaliers,105,Boston Celtics,125,1,2026
,Orlando Magic,116,Detroit Pistons,135,1,2026
,Atlanta Hawks,117,Brooklyn Nets,112,0,2026
,Sacramento Kings,113,Chicago Bulls,126,1,2026
,Indiana Pacers,105,Dallas Mavericks,107,1,2026
,Portland Trail Blazers,136,Utah Jazz,134,0,2026
,New Orleans Pelicans,88,Denver Nuggets,122,1,2026
,Los Angeles Lakers,116,Minnesota Timberwolves,115,0,2026
,Memphis Grizzlies,114,Phoenix Suns,113,0,2026
,Orlando Magic,123,Charlotte Hornets,107,0,2026
,Golden State Warriors,110,Milwaukee Bucks,120,1,2026
,Washington Wizards,108,Oklahoma City Thunder,127,1,2026
,Miami Heat,101,San Antonio Spurs,107,1,2026
,Atlanta Hawks,128,Indiana Pacers,108,0,2026
,Boston Celtics,109,Philadelphia 76ers,108,0,2026
,Toronto Raptors,112,Cleveland Cavaliers,101,0,2026
,New York Knicks,125,Chicago Bulls,135,1,2026
,Los Angeles Lakers,117,Memphis Grizzlies,112,0,2026
,Utah Jazz,96,Phoenix Suns,118,1,2026
,Denver Nuggets,107,Portland Trail Blazers,109,1,2026
,New Orleans Pelicans,124,Los Angeles Clippers,126,1,2026
,Sacramento Kings,135,Milwaukee Bucks,133,0,2026
,Minnesota Timberwolves,122,Charlotte Hornets,105,0,2026
,Golden State Warriors,109,Indiana Pacers,114,1,2026
,Orlando Magic,125,Washington Wizards,94,0,2026
,Houston Rockets,128,Boston Celtics,101,0,2026
,Dallas Mavericks,110,Detroit Pistons,122,1,2026
,New Orleans Pelicans,106,Oklahoma City Thunder,137,1,2026
,Philadelphia 76ers,129,Brooklyn Nets,105,0,2026
,Utah Jazz,103,Charlotte Hornets,126,1,2026
,Atlanta Hawks,109,Cleveland Cavaliers,117,1,2026
,Memphis Grizzlies,104,Toronto Raptors,117,1,2026
,Chicago Bulls,116,New York Knicks,128,1,2026
,San Antonio Spurs,118,Phoenix Suns,130,1,2026
,Miami Heat,120,Los Angeles Lakers,130,1,2026
,Minnesota Timberwolves,125,Brooklyn Nets,109,0,2026
,Milwaukee Bucks,117,Indiana Pacers,115,0,2026
,Utah Jazz,105,Boston Celtics,103,0,2026
,Washington Wizards,102,New York Knicks,119,1,2026
,Dallas Mavericks,102,Houston Rockets,110,1,2026
,Detroit Pistons,114,Memphis Grizzlies,106,0,2026
,Sacramento Kings,124,Denver Nuggets,130,1,2026
,Los Angeles Lakers,123,Portland Trail Blazers,115,0,2026
,Miami Heat,120,Los Angeles Clippers,119,0,2026
,Milwaukee Bucks,100,Toronto Raptors,128,1,2026
,Orlando Magic,112,Atlanta Hawks,127,1,2026
,Philadelphia 76ers,111,Chicago Bulls,113,1,2026
,Charlotte Hornets,112,New Orleans Pelicans,116,1,2026
,Phoenix Suns,107,Golden State Warriors,118,1,2026
,Oklahoma City Thunder,126,Los Angeles Clippers,107,0,2026
,Philadelphia 76ers,121,Cleveland Cavaliers,132,1,2026
,Utah Jazz,103,Detroit Pistons,114,1,2026
,Brooklyn Nets,112,Indiana Pacers,103,0,2026
,Washington Wizards,107,Boston Celtics,136,1,2026
,Minnesota Timberwolves,114,New York Knicks,137,1,2026
,Houston Rockets,124,Memphis Grizzlies,109,0,2026
,New Orleans Pelicans,101,Dallas Mavericks,99,0,2026
,Miami Heat,112,Denver Nuggets,122,1,2026
,San Antonio Spurs,116,Los Angeles Lakers,118,1,2026
,Oklahoma City Thunder,119,Portland Trail Blazers,121,1,2026
,Golden State Warriors,116,Sacramento Kings,121,1,2026
,Los Angeles Clippers,102,Phoenix Suns,115,1,2026
,Boston Celtics,110,Orlando Magic,123,1,2026
,Cleveland Cavaliers,148,Washington Wizards,115,0,2026
,Toronto Raptors,109,Atlanta Hawks,97,0,2026
,Detroit Pistons,125,Brooklyn Nets,107,0,2026
,Houston Rockets,110,San Antonio Spurs,121,1,2026
,Dallas Mavericks,104,Memphis Grizzlies,118,1,2026
,Charlotte Hornets,108,Miami Heat,126,1,2026
,Chicago Bulls,110,Milwaukee Bucks,126,1,2026
,Utah Jazz,97,Minnesota Timberwolves,137,1,2026
,Golden State Warriors,104,Denver Nuggets,129,1,2026
,Oklahoma City Thunder,132,Sacramento Kings,101,0,2026
,Dallas Mavericks,111,Washington Wizards,105,0,2026
,Toronto Raptors,120,Philadelphia 76ers,130,1,2026
,Los Angeles Lakers,102,Atlanta Hawks,122,1,2026
,Chicago Bulls,122,Cleveland Cavaliers,128,1,2026
,Portland Trail Blazers,131,Miami Heat,136,1,2026
,New Orleans Pelicans,119,San Antonio Spurs,126,1,2026
,Indiana Pacers,100,Denver Nuggets,117,1,2026
,Phoenix Suns,114,Los Angeles Clippers,103,0,2026
,Houston Rockets,122,Milwaukee Bucks,115,0,2026
,Oklahoma City Thunder,114,Memphis Grizzlies,100,0,2026
,Brooklyn Nets,98,New York Knicks,134,1,2026
,Boston Celtics,111,Orlando Magic,107,0,2026
,Detroit Pistons,111,Philadelphia 76ers,108,0,2026
,Indiana Pacers,83,Golden State Warriors,114,1,2026
,Minnesota Timberwolves,144,Sacramento Kings,117,0,2026
,Los Angeles Lakers,121,Charlotte Hornets,111,0,2026
,Washington Wizards,135,Detroit Pistons,137,1,2026
,Portland Trail Blazers,112,Orlando Magic,115,1,2026
,Cleveland Cavaliers,138,Miami Heat,140,1,2026
,San Antonio Spurs,121,Chicago Bulls,117,0,2026
,Milwaukee Bucks,116,Dallas Mavericks,114,0,2026
,New Orleans Pelicans,98,Phoenix Suns,121,1,2026
,Minnesota Timberwolves,120,Utah Jazz,113,0,2026
,Atlanta Hawks,105,Los Angeles Clippers,102,0,2026
,Toronto Raptors,119,Brooklyn Nets,109,0,2026
,Memphis Grizzlies,120,New York Knicks,133,1,2026
,Golden State Warriors,102,Oklahoma City Thunder,126,1,2026
,Boston Celtics,100,Philadelphia 76ers,102,1,2026
,Indiana Pacers,128,Utah Jazz,152,1,2026
,Denver Nuggets,122,Sacramento Kings,108,0,2026
,Milwaukee Bucks,100,Charlotte Hornets,111,1,2026
,Chicago Bulls,113,Detroit Pistons,124,1,2026
,Orlando Magic,124,New York Knicks,107,0,2026
,Memphis Grizzlies,95,Boston Celtics,131,1,2026
,Cleveland Cavaliers,130,Miami Heat,116,0,2026
,Washington Wizards,112,Houston Rockets,135,1,2026
,Portland Trail Blazers,125,New Orleans Pelicans,117,0,2026
,Golden State Warriors,125,San Antonio Spurs,120,0,2026
